,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1370,90,"((0, 'f'), 8.25874881748222)","((1, 'i'), 4.7995095936029815)","((2, 'n'), 7.390865807129795)","((3, 'd'), 6.86359657779543)","((4, '<END>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1371,91,"((0, 'y'), 8.25874881748222)","((1, 'u'), 4.7995095936029815)","((2, 'g'), 7.390865807129795)","((3, 'o'), 6.86359657779543)","((4, 's'), 6.153621217817788)","((5, 'l'), 5.746701706139096)","((6, 'a'), 4.617432446678825)","((7, 'v'), 4.506506489066656)","((8, 'i'), 3.5405530385781745)","((9, 'a'), 3.6524062716331707)","((10, '<END>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1372,92,"((0, 'a'), 8.25874881748222)","((1, 'g'), 4.7995095936029815)","((2, 'a'), 7.390865807129795)","((3, 'i'), 6.86359657779543)","((4, 'n'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1373,93,"((0, 'b'), 8.25874881748222)","((1, 'a'), 4.7995095936029815)","((2, 'g'), 7.390865807129795)","((3, 's'), 6.86359657779543)","((4, '<END>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1374,94,"((0, 'v'), 8.25874881748222)","((1, 'a'), 4.7995095936029815)","((2, 'l'), 7.390865807129795)","((3, 'v'), 6.86359657779543)","((4, 'e'), 6.153621217817788)","((5, 's'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1375,95,"((0, 'l'), 8.25874881748222)","((1, 'a'), 4.7995095936029815)","((2, 'n'), 7.390865807129795)","((3, 'd'), 6.86359657779543)","((4, 's'), 6.153621217817788)","((5, 'c'), 5.746701706139096)","((6, 'a'), 4.617432446678825)","((7, 'p'), 4.506506489066656)","((8, 'e'), 3.5405530385781745)","((9, '<END>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1376,96,"((0, 'o'), 8.25874881748222)","((1, 'b'), 4.7995095936029815)","((2, 't'), 7.390865807129795)","((3, 'a'), 6.86359657779543)","((4, 'i'), 6.153621217817788)","((5, 'n'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1377,97,"((0, 'b'), 8.25874881748222)","((1, 'l'), 4.7995095936029815)","((2, 'o'), 7.390865807129795)","((3, 'c'), 6.86359657779543)","((4, 'k'), 6.153621217817788)","((5, 'e'), 5.746701706139096)","((6, 'd'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1378,98,"((0, 'n'), 8.25874881748222)","((1, 'e'), 4.7995095936029815)","((2, 'w'), 7.390865807129795)","((3, 'b'), 6.86359657779543)","((4, 'i'), 6.153621217817788)","((5, 'e'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1379,99,"((0, 'f'), 8.25874881748222)","((1, 'i'), 4.7995095936029815)","((2, 's'), 7.390865807129795)","((3, 't'), 6.86359657779543)","((4, '<END>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1380,100,"((0, 'a'), 8.25874881748222)","((1, 'd'), 4.7995095936029815)","((2, 'm'), 7.390865807129795)","((3, 'i'), 6.86359657779543)","((4, 'n'), 6.153621217817788)","((5, 'i'), 5.746701706139096)","((6, 's'), 4.617432446678825)","((7, 't'), 4.506506489066656)","((8, 'r'), 3.5405530385781745)","((9, 'a'), 3.6524062716331707)","((10, 't'), 2.6218034857996315)","((11, 'o'), 5.2325315580822505)","((12, 'r'), 2.6314135930026157)","((13, '<END>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1381,101,"((0, 's'), 8.25874881748222)","((1, 'e'), 4.7995095936029815)","((2, 'r'), 7.390865807129795)","((3, 'v'), 6.86359657779543)","((4, 'i'), 6.153621217817788)","((5, 'n'), 5.746701706139096)","((6, 'g'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1382,102,"((0, 's'), 8.25874881748222)","((1, 'o'), 4.7995095936029815)","((2, 'c'), 7.390865807129795)","((3, 'i'), 6.86359657779543)","((4, 'o'), 6.153621217817788)","((5, 'l'), 5.746701706139096)","((6, 'o'), 4.617432446678825)","((7, 'g'), 4.506506489066656)","((8, 'y'), 3.5405530385781745)","((9, '<END>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1383,103,"((0, 'f'), 8.25874881748222)","((1, 'o'), 4.7995095936029815)","((2, 'l'), 7.390865807129795)","((3, 'l'), 6.86359657779543)","((4, 'o'), 6.153621217817788)","((5, 'w'), 5.746701706139096)","((6, 'e'), 4.617432446678825)","((7, 'd'), 4.506506489066656)","((8, '<END>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1384,104,"((0, 'o'), 8.25874881748222)","((1, 'b'), 4.7995095936029815)","((2, 'j'), 7.390865807129795)","((3, 'e'), 6.86359657779543)","((4, 'c'), 6.153621217817788)","((5, 't'), 5.746701706139096)","((6, 'i'), 4.617432446678825)","((7, 'v'), 4.506506489066656)","((8, 'e'), 3.5405530385781745)","((9, 's'), 3.6524062716331707)","((10, '<END>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1385,105,"((0, 'q'), 8.25874881748222)","((1, 'u'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'e'), 6.86359657779543)","((4, 't'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1386,106,"((0, 'b'), 8.25874881748222)","((1, 'r'), 4.7995095936029815)","((2, 'o'), 7.390865807129795)","((3, 'o'), 6.86359657779543)","((4, 'k'), 6.153621217817788)","((5, 's'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1387,107,"((0, 'c'), 8.25874881748222)","((1, 'd'), 4.7995095936029815)","((2, '<END>'), 7.390865807129795)","((3, '<MASK>'), 6.86359657779543)","((4, '<MASK>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1388,108,"((0, 'j'), 8.25874881748222)","((1, 'o'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'n'), 6.86359657779543)","((4, 'i'), 6.153621217817788)","((5, 'n'), 5.746701706139096)","((6, 'g'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1389,109,"((0, 's'), 8.25874881748222)","((1, 'u'), 4.7995095936029815)","((2, 'f'), 7.390865807129795)","((3, 'f'), 6.86359657779543)","((4, 'e'), 6.153621217817788)","((5, 'r'), 5.746701706139096)","((6, 'e'), 4.617432446678825)","((7, 'd'), 4.506506489066656)","((8, '<END>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1390,110,"((0, 'e'), 8.25874881748222)","((1, 'x'), 4.7995095936029815)","((2, 'p'), 7.390865807129795)","((3, 'l'), 6.86359657779543)","((4, 'a'), 6.153621217817788)","((5, 'i'), 5.746701706139096)","((6, 'n'), 4.617432446678825)","((7, 's'), 4.506506489066656)","((8, '<END>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1391,111,"((0, 'a'), 8.25874881748222)","((1, 'p'), 4.7995095936029815)","((2, 'r'), 7.390865807129795)","((3, '<END>'), 6.86359657779543)","((4, '<MASK>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1392,112,"((0, 'c'), 8.25874881748222)","((1, 'h'), 4.7995095936029815)","((2, 'a'), 7.390865807129795)","((3, 'i'), 6.86359657779543)","((4, 'r'), 6.153621217817788)","((5, 'm'), 5.746701706139096)","((6, 'a'), 4.617432446678825)","((7, 'n'), 4.506506489066656)","((8, '<END>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1393,113,"((0, 'g'), 8.25874881748222)","((1, 'r'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'l'), 6.86359657779543)","((4, 'l'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1394,114,"((0, 'i'), 8.25874881748222)","((1, 'n'), 4.7995095936029815)","((2, 't'), 7.390865807129795)","((3, 'e'), 6.86359657779543)","((4, 'r'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1395,115,"((0, 'm'), 8.25874881748222)","((1, 'a'), 4.7995095936029815)","((2, 'r'), 7.390865807129795)","((3, 't'), 6.86359657779543)","((4, 'i'), 6.153621217817788)","((5, 'a'), 5.746701706139096)","((6, 'l'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1396,116,"((0, 'd'), 8.25874881748222)","((1, 'i'), 4.7995095936029815)","((2, 's'), 7.390865807129795)","((3, 'p'), 6.86359657779543)","((4, 'u'), 6.153621217817788)","((5, 't'), 5.746701706139096)","((6, 'e'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1397,117,"((0, 't'), 8.25874881748222)","((1, 'r'), 4.7995095936029815)","((2, 'o'), 7.390865807129795)","((3, 'o'), 6.86359657779543)","((4, 'p'), 6.153621217817788)","((5, 's'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1398,118,"((0, 'd'), 8.25874881748222)","((1, 'e'), 4.7995095936029815)","((2, 'v'), 7.390865807129795)","((3, 'o'), 6.86359657779543)","((4, 'n'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1399,119,"((0, 's'), 8.25874881748222)","((1, 'w'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'm'), 6.86359657779543)","((4, 'm'), 6.153621217817788)","((5, 'i'), 5.746701706139096)","((6, 'n'), 4.617432446678825)","((7, 'g'), 4.506506489066656)","((8, '<END>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1400,120,"((0, 'p'), 8.25874881748222)","((1, 'r'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'n'), 6.86359657779543)","((4, 'c'), 6.153621217817788)","((5, 'i'), 5.746701706139096)","((6, 'p'), 4.617432446678825)","((7, 'l'), 4.506506489066656)","((8, 'e'), 3.5405530385781745)","((9, 's'), 3.6524062716331707)","((10, '<END>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1401,121,"((0, 'm'), 8.25874881748222)","((1, 'o'), 4.7995095936029815)","((2, 'z'), 7.390865807129795)","((3, 'i'), 6.86359657779543)","((4, 'l'), 6.153621217817788)","((5, 'l'), 5.746701706139096)","((6, 'a'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1402,122,"((0, 's'), 8.25874881748222)","((1, 'e'), 4.7995095936029815)","((2, 'a'), 7.390865807129795)","((3, 'r'), 6.86359657779543)","((4, 's'), 6.153621217817788)","((5, '<END>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1403,123,"((0, 's'), 8.25874881748222)","((1, 'i'), 4.7995095936029815)","((2, 'm'), 7.390865807129795)","((3, 'p'), 6.86359657779543)","((4, 'l'), 6.153621217817788)","((5, 'y'), 5.746701706139096)","((6, '<END>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1404,124,"((0, 't'), 8.25874881748222)","((1, 'r'), 4.7995095936029815)","((2, 'i'), 7.390865807129795)","((3, 'u'), 6.86359657779543)","((4, 'm'), 6.153621217817788)","((5, 'p'), 5.746701706139096)","((6, 'h'), 4.617432446678825)","((7, '<END>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
1405,125,"((0, 'p'), 8.25874881748222)","((1, 'l'), 4.7995095936029815)","((2, 'a'), 7.390865807129795)","((3, 'n'), 6.86359657779543)","((4, '<END>'), 6.153621217817788)","((5, '<MASK>'), 5.746701706139096)","((6, '<MASK>'), 4.617432446678825)","((7, '<MASK>'), 4.506506489066656)","((8, '<MASK>'), 3.5405530385781745)","((9, '<MASK>'), 3.6524062716331707)","((10, '<MASK>'), 2.6218034857996315)","((11, '<MASK>'), 5.2325315580822505)","((12, '<MASK>'), 2.6314135930026157)","((13, '<MASK>'), 1.6281223307602621)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
