,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
424,40,"((0, 't'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'i'), 7.90186648598398)","((3, 'p'), 6.356387901837857)","((4, 'a'), 6.475812465052137)","((5, 'd'), 4.486523337500804)","((6, 'v'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 's'), 3.9621036249671233)","((9, 'o'), 2.9392769211078855)","((10, 'r'), 2.877144300492814)","((11, '<END>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
425,41,"((0, 's'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'l'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 'd'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
426,42,"((0, 'i'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'i'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
427,43,"((0, 'r'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 'p'), 6.356387901837857)","((4, 'o'), 6.475812465052137)","((5, 'n'), 4.486523337500804)","((6, 'd'), 5.247044418156876)","((7, 'e'), 4.103499404568548)","((8, 'd'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
428,44,"((0, 'f'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'e'), 7.90186648598398)","((3, 'l'), 6.356387901837857)","((4, 'd'), 6.475812465052137)","((5, 's'), 4.486523337500804)","((6, '<END>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
429,45,"((0, 'l'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, '<END>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
430,46,"((0, 'r'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'c'), 7.90186648598398)","((3, 'h'), 6.356387901837857)","((4, 'm'), 6.475812465052137)","((5, 'o'), 4.486523337500804)","((6, 'n'), 5.247044418156876)","((7, 'd'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
431,47,"((0, 'e'), 8.874005734569499)","((1, 's'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, 't'), 4.486523337500804)","((6, 'i'), 5.247044418156876)","((7, 'a'), 4.103499404568548)","((8, 'l'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
432,48,"((0, 'c'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'n'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'o'), 4.486523337500804)","((6, 'v'), 5.247044418156876)","((7, 'e'), 4.103499404568548)","((8, 'r'), 3.9621036249671233)","((9, 's'), 2.9392769211078855)","((10, 'i'), 2.877144300492814)","((11, 'a'), 2.8113085694022892)","((12, 'l'), 2.926938801112595)","((13, '<END>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
433,49,"((0, 's'), 8.874005734569499)","((1, 'p'), 5.137169217394934)","((2, 'e'), 7.90186648598398)","((3, 'c'), 6.356387901837857)","((4, 'i'), 6.475812465052137)","((5, 'f'), 4.486523337500804)","((6, 'i'), 5.247044418156876)","((7, 'e'), 4.103499404568548)","((8, 's'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
434,50,"((0, 'd'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'i'), 6.475812465052137)","((5, 'n'), 4.486523337500804)","((6, 'a'), 5.247044418156876)","((7, 't'), 4.103499404568548)","((8, 'i'), 3.9621036249671233)","((9, 'o'), 2.9392769211078855)","((10, 'n'), 2.877144300492814)","((11, 's'), 2.8113085694022892)","((12, '<END>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
435,51,"((0, 'n'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'i'), 7.90186648598398)","((3, 'g'), 6.356387901837857)","((4, 'h'), 6.475812465052137)","((5, 'b'), 4.486523337500804)","((6, 'o'), 5.247044418156876)","((7, 'r'), 4.103499404568548)","((8, 'h'), 3.9621036249671233)","((9, 'o'), 2.9392769211078855)","((10, 'o'), 2.877144300492814)","((11, 'd'), 2.8113085694022892)","((12, 's'), 2.926938801112595)","((13, '<END>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
436,52,"((0, 'e'), 8.874005734569499)","((1, 'n'), 5.137169217394934)","((2, 'g'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 's'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
437,53,"((0, 'p'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'y'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
438,54,"((0, 's'), 8.874005734569499)","((1, 't'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'a'), 6.356387901837857)","((4, 't'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 'g'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, 's'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
439,55,"((0, 'd'), 8.874005734569499)","((1, 'y'), 5.137169217394934)","((2, 'l'), 7.90186648598398)","((3, 'a'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
440,56,"((0, 'v'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'g'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 't'), 6.475812465052137)","((5, 'a'), 4.486523337500804)","((6, 'r'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 'a'), 3.9621036249671233)","((9, 'n'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
441,57,"((0, 't'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'g'), 6.356387901837857)","((4, 'e'), 6.475812465052137)","((5, 't'), 4.486523337500804)","((6, 's'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
442,58,"((0, 'd'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'e'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, 's'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 'n'), 5.247044418156876)","((7, 'g'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
443,59,"((0, 'i'), 8.874005734569499)","((1, 'n'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'a'), 6.475812465052137)","((5, 'l'), 4.486523337500804)","((6, 'l'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 'n'), 3.9621036249671233)","((9, 'g'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
444,60,"((0, 'l'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'n'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
445,61,"((0, 'g'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'i'), 7.90186648598398)","((3, 'n'), 6.356387901837857)","((4, 'g'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
446,62,"((0, 'm'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'd'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'l'), 6.475812465052137)","((5, 'l'), 4.486523337500804)","((6, 'i'), 5.247044418156876)","((7, 'n'), 4.103499404568548)","((8, 'g'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
447,63,"((0, 'l'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'e'), 6.475812465052137)","((5, 'r'), 4.486523337500804)","((6, 'y'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
448,64,"((0, 'c'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 'z'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 'n'), 5.247044418156876)","((7, 's'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
449,65,"((0, 'k'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, 'i'), 6.475812465052137)","((5, 'n'), 4.486523337500804)","((6, 'g'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
450,66,"((0, 'a'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 'v'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 's'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
451,67,"((0, 'b'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'l'), 7.90186648598398)","((3, 'l'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
452,68,"((0, 'o'), 8.874005734569499)","((1, 'l'), 5.137169217394934)","((2, 'y'), 7.90186648598398)","((3, 'm'), 6.356387901837857)","((4, 'p'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 'c'), 5.247044418156876)","((7, 's'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
453,69,"((0, 'a'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'a'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, 'g'), 4.486523337500804)","((6, 'e'), 5.247044418156876)","((7, 'd'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
454,70,"((0, 'r'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'p'), 7.90186648598398)","((3, 'r'), 6.356387901837857)","((4, 'o'), 6.475812465052137)","((5, 'd'), 4.486523337500804)","((6, 'u'), 5.247044418156876)","((7, 'c'), 4.103499404568548)","((8, 't'), 3.9621036249671233)","((9, 'i'), 2.9392769211078855)","((10, 'v'), 2.877144300492814)","((11, 'e'), 2.8113085694022892)","((12, '<END>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
455,71,"((0, 'r'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'f'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 'n'), 5.247044418156876)","((7, 'c'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
456,72,"((0, 'l'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'g'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 's'), 6.475812465052137)","((5, 't'), 4.486523337500804)","((6, 'i'), 5.247044418156876)","((7, 'c'), 4.103499404568548)","((8, 's'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
457,73,"((0, 'd'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'f'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, 's'), 4.486523337500804)","((6, 'e'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
458,74,"((0, 'p'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'n'), 6.356387901837857)","((4, 's'), 6.475812465052137)","((5, 't'), 4.486523337500804)","((6, 'a'), 5.247044418156876)","((7, 'r'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
459,75,"((0, 'e'), 8.874005734569499)","((1, 'x'), 5.137169217394934)","((2, 'h'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 'b'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 't'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 'o'), 3.9621036249671233)","((9, 'n'), 2.9392769211078855)","((10, 's'), 2.877144300492814)","((11, '<END>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
