,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10,0,"((0, 'f'), 8.43983455278963)","((1, 'r'), 5.400562799850622)","((2, 'o'), 2.132190611109522)","((3, 's'), 6.791175825436551)","((4, 'l'), 16.263466700463383)","((5, 'a'), 3.119999960821008)","((6, 'k'), 12.787179766632061)","((7, '<END>'), 1.7193572632149343)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
11,0,"((0, 'g'), 19.088792377316942)","((1, 'r'), 5.878163803966521)","((2, 'a'), 2.834087202675048)","((3, 'n'), 4.912004407804499)","((4, 'l'), 15.694433847769139)","((5, 'a'), 4.491170858978155)","((6, 't'), 3.5757538292197997)","((7, '<END>'), 4.7150878805865)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
12,0,"((0, 't'), 11.888024758011008)","((1, 'r'), 3.2051421250054952)","((2, 'o'), 1.7835848601506816)","((3, 's'), 7.058569103533544)","((4, 'n'), 29.17963543750994)","((5, 'o'), 5.628933129182239)","((6, 't'), 3.1729129972250685)","((7, '<END>'), 3.283998856411327)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
13,0,"((0, 'k'), 21.391550558051918)","((1, 'r'), 7.325855699438599)","((2, 'a'), 3.1699376414197045)","((3, 'v'), 14.006350084381898)","((4, 'm'), 73.8701046530345)","((5, 'a'), 3.6397043544259513)","((6, 'l'), 6.166278878729226)","((7, '<END>'), 1.4399240835408158)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
14,0,"((0, 's'), 4.99375851032014)","((1, 'l'), 15.142927975543916)","((2, 'a'), 3.4090377976248356)","((3, 'n'), 5.926884138108958)","((4, 'm'), 20.380044986395657)","((5, 'o'), 10.126654599506194)","((6, 't'), 4.298866243669683)","((7, '<END>'), 6.288504114427597)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
15,0,"((0, 'f'), 8.485513373778337)","((1, 'l'), 7.909931647352469)","((2, 'o'), 3.745482872575144)","((3, 'n'), 4.7521942450067804)","((4, 'm'), 14.942370627999574)","((5, 'o'), 7.739302296092949)","((6, 'g'), 6.789557655808604)","((7, '<END>'), 3.0544652625034985)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
16,0,"((0, 'k'), 14.177394499188832)","((1, 'l'), 18.367268785888562)","((2, 'e'), 2.7697639712765234)","((3, 'n'), 4.957260704561562)","((4, 'm'), 21.8186181898672)","((5, 'o'), 5.883011246787316)","((6, 'f'), 17.219078718570202)","((7, '<END>'), 1.8919994674638294)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
17,0,"((0, 'g'), 17.010719168465048)","((1, 'r'), 5.865795110186097)","((2, 'o'), 3.3220774419767376)","((3, 'f'), 10.437085259999455)","((4, 'n'), 14.482589379108857)","((5, 'o'), 5.647798164394113)","((6, 'm'), 6.901077351960245)","((7, '<END>'), 2.980115334396192)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
18,0,"((0, 's'), 6.0825689812980945)","((1, 't'), 10.112922625181074)","((2, 'i'), 3.9935194940717587)","((3, 'm'), 8.791661356354572)","((4, 'k'), 116.00457943917131)","((5, 'a'), 12.457451019175512)","((6, 'm'), 18.863125719261742)","((7, '<END>'), 3.0052774499797676)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
19,0,"((0, 'k'), 66.10830434431776)","((1, 'r'), 8.952914013866486)","((2, 'a'), 2.9576113842792195)","((3, 'g'), 11.799023107300268)","((4, 'n'), 19.619516543026737)","((5, 'e'), 2.4125097179760817)","((6, 'l'), 7.78166415061192)","((7, '<END>'), 2.162008447363809)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
